0,0,0,0,0,0
0.08,-1782.51051818869,-446401.864665217,-76366.6608558067,47078.844036853,75539.6334005804
0.16,-1480146233.21989,-363246138644.957,9269546308.87229,-10743962448.0171,11807362815.0162
0.24,-679724451104375,-2.56046005722247e+17,416076989730642,1.76570870412558e+15,-157510424040432
0.32,7.49193626775919e+20,-1.2976759029187e+23,-1.3452973711449e+20,-2.73543867380336e+20,-6.75661272789089e+20
0.4,2.8819501905167e+27,9.33181948690001e+27,2.31371713054537e+24,4.18171380901594e+25,-2.11270603237081e+26
0.48,5.68945627206259e+33,1.54000663588207e+35,1.4971033950136e+30,-6.37264516685927e+30,-3.29320441514397e+31
0.56,8.98128418574038e+39,2.96356873768008e+41,-1.09534471469007e+35,9.70422893331584e+35,4.70224125705469e+35
0.64,1.23487466646072e+46,4.28302988459303e+47,-1.2092636307346e+40,-1.47749152757602e+41,1.89454049700066e+42
0.72,1.51200821138011e+52,5.4197155147587e+53,1.98089628202813e+45,2.24941975653336e+46,5.90887574645321e+47
0.8,1.63446095647139e+58,6.30177103130778e+59,3.79182117847013e+49,-3.42461381336043e+51,9.18497131314164e+52
0.88,1.4826734932406e+64,6.86849664218287e+65,-2.59687244626777e+55,5.2137673824062e+56,-1.39819586592514e+57
0.96,9.23268719000903e+69,7.07424553304314e+71,9.58206258407855e+59,-7.93764087716402e+61,-5.31218419905424e+63
1.04,-1.70880764731409e+75,6.89164728351316e+77,2.61101135482991e+65,1.20845694431452e+67,-1.65259935923327e+69
1.12,-1.88979056504064e+82,6.31394590800146e+83,-2.57961086075293e+70,-1.83980122142947e+72,-2.5617114854804e+74
1.2,-4.24476017697857e+88,5.35628240717749e+89,-1.74413555735301e+75,2.80098395201423e+77,4.14284183615889e+78
1.28,-7.11839930399611e+94,4.05580355077845e+95,4.06341032681238e+80,-4.26432540282732e+82,1.48948712066624e+85
1.36,-1.02118747253027e+101,2.47053936149715e+101,-1.10757296231795e+84,6.49217255242069e+87,4.62197124127188e+90
1.44,-1.29989376453965e+107,6.7705841152524e+106,-4.84254102519001e+90,-9.88393250147924e+92,7.14456651064504e+95
1.52,-1.4700623659187e+113,-1.23302090723437e+113,2.77363231431851e+95,1.50476779387006e+98,-1.22366623579065e+100
1.6,-1.42985076722478e+119,-3.15751729425159e+119,4.33093143182084e+100,-2.29091620477564e+103,-4.1763299225741e+106
1.68,-1.06069875259326e+125,-4.98896333074325e+125,-5.7077521993362e+105,3.4877786982655e+108,-1.29265858080852e+112
1.76,-2.42486531167908e+130,-6.62041035459873e+131,-2.11403733039571e+110,-5.30992806402611e+113,-1.9925754217411e+117
1.84,1.1218151615989e+137,-7.9514584940177e+137,8.03949251851018e+115,8.08403814701645e+118,3.60415130545863e+121
1.92,3.0715191345019e+143,-8.89418301641598e+143,-1.83206051046088e+120,-1.23074497383802e+124,1.1709741155267e+128
2,5.5449691736094e+149,-9.37861956730712e+149,-8.70169562881764e+125,1.87373335340653e+129,3.61524190886829e+133
2.08,8.33166328783523e+155,-9.35748086925291e+155,6.9544442600567e+130,-2.85264352428722e+134,5.55708234131666e+138
2.16,1.10271673017258e+162,-8.80980574946029e+161,6.70815858441807e+135,4.34297396134994e+139,-1.05885703147452e+143
2.24,1.30020610391921e+168,-7.74329210606183e+167,-1.20483157905957e+141,-6.61191015565121e+144,-3.28317101056065e+149
2.32,1.34001327613972e+174,-6.19515490172354e+173,-1.52574426519373e+145,1.00662253698716e+150,-1.01108515269415e+155
2.4,1.11837557647983e+180,-4.23121572794984e+179,1.53693162333502e+151,-1.53252073750664e+155,-1.5497904279958e+160
2.48,5.24528768220981e+185,-1.94357378764702e+185,-6.53787278466284e+155,2.33316833657333e+160,3.10349090602239e+164
2.56,-5.39920496780432e+191,5.53445819733233e+190,-1.49804300146825e+161,-3.55210497715811e+165,9.20521635436707e+170
2.64,-2.13256461941338e+198,3.12876000485654e+197,1.60554497495371e+166,5.4078609516227e+170,2.82771157027811e+176
2.72,-4.23323597313926e+204,5.64117212518082e+203,9.32253171084405e+170,-8.23313495466104e+175,4.32207505074731e+181
2.8,-6.70136382729085e+210,7.94677301619015e+209,-2.44548804828191e+176,1.25344404405165e+181,-9.07743334386185e+185
2.88,-9.23722704792447e+216,9.90700824782477e+215,2.08339075057379e+180,-1.90829127610252e+186,-2.58089162712907e+192
2.96,-1.13309282916392e+223,1.13966414936864e+222,2.83715311817065e+186,2.90525584090135e+191,-7.90823339286896e+197
3.04,-1.22756558526701e+229,1.23113721043855e+228,-1.79810409043484e+191,-4.42307292787354e+196,-1.2053219990364e+203
3.12,-1.11758209812866e+235,1.25746461347112e+234,-2.44305041278547e+196,6.73385587719007e+201,2.6500949146673e+207
3.2,-7.03029723926725e+240,1.21431394986231e+240,3.50146708250968e+201,-1.02518800798995e+207,7.23602906667606e+213
3.28,1.11814443020328e+246,1.10106503808349e+246,1.03890821306131e+206,1.56078547300013e+212,2.21167226204394e+219
3.36,1.39522085771799e+253,9.21008115492629e+251,-4.79125821715873e+211,-2.37619967224863e+217,3.36131408072298e+224
3.44,3.15689967711487e+259,6.81329663090823e+257,1.35848483338267e+216,3.61761751112673e+222,-7.72265579012546e+228
3.52,5.31051351046964e+265,3.92881472531853e+263,5.04054534038777e+221,-5.50759958737942e+227,-2.02873161332996e+235
3.6,7.63406603527672e+271,6.97290577672071e+268,-4.38708791105164e+226,8.38498077697988e+232,-6.1852755014844e+240
3.68,9.73515680961116e+277,-2.71500541102053e+275,-3.6902422335425e+231,-1.276561658449e+238,-9.37360948359881e+245
3.76,1.10317457725447e+284,-6.12424847629046e+281,7.30527054104975e+236,1.94348645475483e+243,2.24691865887102e+250
3.84,1.07614245907702e+290,-9.33884285309265e+287,4.70066342229566e+240,-2.95883835852256e+248,5.68779895552422e+256
3.92,8.03493138616466e+295,-1.21697028139115e+294,-9.07082509825471e+246,4.50464904586732e+253,1.72979325214867e+262
4,1.9489874563163e+301,-1.44410030597796e+300,4.37793047965403e+251,-6.85805035647574e+258,2.6139482975883e+267
